week_start,sku_code,territory_code,units,value_inr
2025-11-18,HC-0204,T-S1,436,10725.6
2025-11-25,HC-0204,T-S1,440,10824.0
2025-12-02,HC-0204,T-S1,292,7183.2
2025-12-09,HC-0204,T-S1,291,7158.6
2025-12-16,HC-0204,T-S1,388,9544.8
2025-12-23,HC-0204,T-S1,312,7675.2
2025-12-30,HC-0204,T-S1,314,7724.4
2026-01-06,HC-0204,T-S1,341,8388.6
2026-01-13,HC-0204,T-S1,327,8044.2
2026-01-20,HC-0204,T-S1,347,8536.2
2026-01-27,HC-0204,T-S1,325,7995.0
2026-02-03,HC-0204,T-S1,357,8782.2
2026-02-10,HC-0204,T-S1,354,8708.4
2026-02-17,HC-0204,T-S1,331,8142.6
2026-02-24,HC-0204,T-S1,318,7822.8
2026-03-03,HC-0204,T-S1,302,7429.2
2026-03-10,HC-0204,T-S1,289,7109.4
2026-03-17,HC-0204,T-S1,343,8437.8
2026-03-24,HC-0204,T-S1,324,7970.4
2026-03-31,HC-0204,T-S1,318,7822.8
2026-04-07,HC-0204,T-S1,344,8462.4
2026-04-14,HC-0204,T-S1,268,6592.8
2026-04-21,HC-0204,T-S1,324,7970.4
2026-04-28,HC-0204,T-S1,299,7355.4
2026-05-05,HC-0204,T-S1,314,7724.4
2026-05-12,HC-0204,T-S1,324,7970.4
2026-05-19,HC-0204,T-S1,335,8241.0
2026-05-26,HC-0204,T-S1,291,7158.6
2026-06-02,HC-0204,T-S1,291,7158.6
2026-06-09,HC-0204,T-S1,340,8364.0
2026-06-16,HC-0204,T-S1,343,8437.8
2026-06-23,HC-0204,T-S1,302,7429.2
2025-07-01,HC-0204,T-S2,175,4305.0
2025-07-08,HC-0204,T-S2,218,5362.8
2025-07-15,HC-0204,T-S2,215,5289.0
2025-07-22,HC-0204,T-S2,190,4674.0
2025-07-29,HC-0204,T-S2,182,4477.2
2025-08-05,HC-0204,T-S2,204,5018.4
2025-08-12,HC-0204,T-S2,172,4231.2
2025-08-19,HC-0204,T-S2,176,4329.6
2025-08-26,HC-0204,T-S2,200,4920.0
2025-09-02,HC-0204,T-S2,181,4452.6
2025-09-09,HC-0204,T-S2,235,5781.0
2025-09-16,HC-0204,T-S2,206,5067.6
2025-09-23,HC-0204,T-S2,236,5805.6
2025-09-30,HC-0204,T-S2,171,4206.6
2025-10-07,HC-0204,T-S2,256,6297.6
2025-10-14,HC-0204,T-S2,226,5559.6
2025-10-21,HC-0204,T-S2,228,5608.8
2025-10-28,HC-0204,T-S2,233,5731.8
2025-11-04,HC-0204,T-S2,237,5830.2
2025-11-11,HC-0204,T-S2,211,5190.6
2025-11-18,HC-0204,T-S2,230,5658.0
2025-11-25,HC-0204,T-S2,244,6002.4
2025-12-02,HC-0204,T-S2,217,5338.2
2025-12-09,HC-0204,T-S2,195,4797.0
2025-12-16,HC-0204,T-S2,217,5338.2
2025-12-23,HC-0204,T-S2,206,5067.6
2025-12-30,HC-0204,T-S2,178,4378.8
2026-01-06,HC-0204,T-S2,203,4993.8
2026-01-13,HC-0204,T-S2,203,4993.8
2026-01-20,HC-0204,T-S2,204,5018.4
2026-01-27,HC-0204,T-S2,203,4993.8
2026-02-03,HC-0204,T-S2,186,4575.6
2026-02-10,HC-0204,T-S2,189,4649.4
2026-02-17,HC-0204,T-S2,196,4821.6
2026-02-24,HC-0204,T-S2,214,5264.4
2026-03-03,HC-0204,T-S2,78,1918.8
2026-03-10,HC-0204,T-S2,196,4821.6
2026-03-17,HC-0204,T-S2,63,1549.8
2026-03-24,HC-0204,T-S2,211,5190.6
2026-03-31,HC-0204,T-S2,183,4501.8
2026-04-07,HC-0204,T-S2,204,5018.4
2026-04-14,HC-0204,T-S2,171,4206.6
2026-04-21,HC-0204,T-S2,200,4920.0
2026-04-28,HC-0204,T-S2,183,4501.8
2026-05-05,HC-0204,T-S2,176,4329.6
2026-05-12,HC-0204,T-S2,186,4575.6
2026-05-19,HC-0204,T-S2,189,4649.4
2026-05-26,HC-0204,T-S2,192,4723.2
2026-06-02,HC-0204,T-S2,186,4575.6
2026-06-09,HC-0204,T-S2,215,5289.0
2026-06-16,HC-0204,T-S2,184,4526.4
2026-06-23,HC-0204,T-S2,202,4969.2
2025-07-01,HC-0204,T-S3,254,6248.4
2025-07-08,HC-0204,T-S3,271,6666.6
2025-07-15,HC-0204,T-S3,275,6765.0
2025-07-22,HC-0204,T-S3,295,7257.0
2025-07-29,HC-0204,T-S3,283,6961.8
2025-08-05,HC-0204,T-S3,284,6986.4
2025-08-12,HC-0204,T-S3,315,7749.0
2025-08-19,HC-0204,T-S3,354,8708.4
2025-08-26,HC-0204,T-S3,325,7995.0
2025-09-02,HC-0204,T-S3,345,8487.0
2025-09-09,HC-0204,T-S3,284,6986.4
2025-09-16,HC-0204,T-S3,289,7109.4
2025-09-23,HC-0204,T-S3,353,8683.8
2025-09-30,HC-0204,T-S3,270,6642.0
2025-10-07,HC-0204,T-S3,348,8560.8
2025-10-14,HC-0204,T-S3,319,7847.4
2025-10-21,HC-0204,T-S3,393,9667.8
2025-10-28,HC-0204,T-S3,407,10012.2
2025-11-04,HC-0204,T-S3,365,8979.0
2025-11-11,HC-0204,T-S3,340,8364.0
2025-11-18,HC-0204,T-S3,357,8782.2
2025-11-25,HC-0204,T-S3,349,8585.4
2025-12-02,HC-0204,T-S3,315,7749.0
2025-12-09,HC-0204,T-S3,318,7822.8
2025-12-16,HC-0204,T-S3,333,8191.8
2025-12-23,HC-0204,T-S3,288,7084.8
2025-12-30,HC-0204,T-S3,254,6248.4
2026-01-06,HC-0204,T-S3,335,8241.0
2026-01-13,HC-0204,T-S3,268,6592.8
2026-01-20,HC-0204,T-S3,343,8437.8
2026-01-27,HC-0204,T-S3,328,8068.8
2026-02-03,HC-0204,T-S3,294,7232.4
2026-02-10,HC-0204,T-S3,297,7306.2
2026-02-17,HC-0204,T-S3,278,6838.8
2026-02-24,HC-0204,T-S3,323,7945.8
2026-03-03,HC-0204,T-S3,360,8856.0
2026-03-10,HC-0204,T-S3,347,8536.2
2026-03-17,HC-0204,T-S3,324,7970.4
2026-03-24,HC-0204,T-S3,320,7872.0
2026-03-31,HC-0204,T-S3,267,6568.2
2026-04-07,HC-0204,T-S3,285,7011.0
2026-04-14,HC-0204,T-S3,302,7429.2
2026-04-21,HC-0204,T-S3,280,6888.0
2026-04-28,HC-0204,T-S3,340,8364.0
2026-05-05,HC-0204,T-S3,352,8659.2
2026-05-12,HC-0204,T-S3,283,6961.8
2026-05-19,HC-0204,T-S3,272,6691.2
2026-05-26,HC-0204,T-S3,311,7650.6
2026-06-02,HC-0204,T-S3,329,8093.4
2026-06-09,HC-0204,T-S3,337,8290.2
2026-06-16,HC-0204,T-S3,309,7601.4
2026-06-23,HC-0204,T-S3,323,7945.8
2025-07-01,HC-0204,T-E1,307,7552.2
2025-07-08,HC-0204,T-E1,333,8191.8
2025-07-15,HC-0204,T-E1,326,8019.6
2025-07-22,HC-0204,T-E1,300,7380.0
2025-07-29,HC-0204,T-E1,330,8118.0
2025-08-05,HC-0204,T-E1,313,7699.8
2025-08-12,HC-0204,T-E1,314,7724.4
2025-08-19,HC-0204,T-E1,329,8093.4
2025-08-26,HC-0204,T-E1,353,8683.8
2025-09-02,HC-0204,T-E1,292,7183.2
2025-09-09,HC-0204,T-E1,351,8634.6
2025-09-16,HC-0204,T-E1,323,7945.8
2025-09-23,HC-0204,T-E1,348,8560.8
2025-09-30,HC-0204,T-E1,254,6248.4
2025-10-07,HC-0204,T-E1,340,8364.0
2025-10-14,HC-0204,T-E1,306,7527.6
2025-10-21,HC-0204,T-E1,303,7453.8
2025-10-28,HC-0204,T-E1,318,7822.8
2025-11-04,HC-0204,T-E1,322,7921.2
2025-11-11,HC-0204,T-E1,364,8954.4
2025-11-18,HC-0204,T-E1,359,8831.4
2025-11-25,HC-0204,T-E1,383,9421.8
2025-12-02,HC-0204,T-E1,306,7527.6
2025-12-09,HC-0204,T-E1,335,8241.0
2025-12-16,HC-0204,T-E1,330,8118.0
2025-12-23,HC-0204,T-E1,355,8733.0
2025-12-30,HC-0204,T-E1,333,8191.8
2026-01-06,HC-0204,T-E1,332,8167.2
2026-01-13,HC-0204,T-E1,274,6740.4
2026-01-20,HC-0204,T-E1,264,6494.4
2026-01-27,HC-0204,T-E1,285,7011.0
2026-02-03,HC-0204,T-E1,308,7576.8
2026-02-10,HC-0204,T-E1,283,6961.8
2026-02-17,HC-0204,T-E1,293,7207.8
2026-02-24,HC-0204,T-E1,280,6888.0
2026-03-03,HC-0204,T-E1,320,7872.0
2026-03-10,HC-0204,T-E1,352,8659.2
2026-03-17,HC-0204,T-E1,300,7380.0
2026-03-24,HC-0204,T-E1,361,8880.6
2026-03-31,HC-0204,T-E1,280,6888.0
2026-04-07,HC-0204,T-E1,300,7380.0
2026-04-14,HC-0204,T-E1,293,7207.8
2026-04-21,HC-0204,T-E1,301,7404.6
2026-04-28,HC-0204,T-E1,298,7330.8
2026-05-05,HC-0204,T-E1,317,7798.2
2026-05-12,HC-0204,T-E1,313,7699.8
2026-05-19,HC-0204,T-E1,313,7699.8
2026-05-26,HC-0204,T-E1,272,6691.2
2026-06-02,HC-0204,T-E1,309,7601.4
2026-06-09,HC-0204,T-E1,291,7158.6
2026-06-16,HC-0204,T-E1,349,8585.4
2026-06-23,HC-0204,T-E1,316,7773.6
2025-07-01,HC-0204,T-E2,371,9126.6
2025-07-08,HC-0204,T-E2,343,8437.8
2025-07-15,HC-0204,T-E2,363,8929.8
2025-07-22,HC-0204,T-E2,402,9889.2
2025-07-29,HC-0204,T-E2,341,8388.6
2025-08-05,HC-0204,T-E2,312,7675.2
2025-08-12,HC-0204,T-E2,413,10159.8
2025-08-19,HC-0204,T-E2,377,9274.2
2025-08-26,HC-0204,T-E2,319,7847.4
2025-09-02,HC-0204,T-E2,361,8880.6
2025-09-09,HC-0204,T-E2,337,8290.2
2025-09-16,HC-0204,T-E2,429,10553.4
2025-09-23,HC-0204,T-E2,403,9913.8
2025-09-30,HC-0204,T-E2,366,9003.6
2025-10-07,HC-0204,T-E2,383,9421.8
2025-10-14,HC-0204,T-E2,395,9717.0
2025-10-21,HC-0204,T-E2,450,11070.0
2025-10-28,HC-0204,T-E2,477,11734.2
2025-11-04,HC-0204,T-E2,475,11685.0
2025-11-11,HC-0204,T-E2,382,9397.2
2025-11-18,HC-0204,T-E2,455,11193.0
2025-11-25,HC-0204,T-E2,425,10455.0
2025-12-02,HC-0204,T-E2,401,9864.6
2025-12-09,HC-0204,T-E2,347,8536.2
2025-12-16,HC-0204,T-E2,355,8733.0
2025-12-23,HC-0204,T-E2,365,8979.0
2025-12-30,HC-0204,T-E2,363,8929.8
2026-01-06,HC-0204,T-E2,327,8044.2
2026-01-13,HC-0204,T-E2,375,9225.0
2026-01-20,HC-0204,T-E2,350,8610.0
2026-01-27,HC-0204,T-E2,377,9274.2
2026-02-03,HC-0204,T-E2,342,8413.2
2026-02-10,HC-0204,T-E2,406,9987.6
2026-02-17,HC-0204,T-E2,411,10110.6
2026-02-24,HC-0204,T-E2,372,9151.2
2026-03-03,HC-0204,T-E2,353,8683.8
2026-03-10,HC-0204,T-E2,366,9003.6
2026-03-17,HC-0204,T-E2,345,8487.0
2026-03-24,HC-0204,T-E2,337,8290.2
2026-03-31,HC-0204,T-E2,369,9077.4
2026-04-07,HC-0204,T-E2,315,7749.0
2026-04-14,HC-0204,T-E2,396,9741.6
2026-04-21,HC-0204,T-E2,385,9471.0
2026-04-28,HC-0204,T-E2,406,9987.6
2026-05-05,HC-0204,T-E2,381,9372.6
2026-05-12,HC-0204,T-E2,360,8856.0
2026-05-19,HC-0204,T-E2,398,9790.8
2026-05-26,HC-0204,T-E2,343,8437.8
2026-06-02,HC-0204,T-E2,366,9003.6
2026-06-09,HC-0204,T-E2,323,7945.8
2026-06-16,HC-0204,T-E2,405,9963.0
2026-06-23,HC-0204,T-E2,376,9249.6
2025-07-01,HC-0204,T-E3,289,7109.4
2025-07-08,HC-0204,T-E3,278,6838.8
2025-07-15,HC-0204,T-E3,245,6027.0
2025-07-22,HC-0204,T-E3,308,7576.8
2025-07-29,HC-0204,T-E3,315,7749.0
2025-08-05,HC-0204,T-E3,322,7921.2
2025-08-12,HC-0204,T-E3,338,8314.8
2025-08-19,HC-0204,T-E3,267,6568.2
2025-08-26,HC-0204,T-E3,281,6912.6
2025-09-02,HC-0204,T-E3,304,7478.4
2025-09-09,HC-0204,T-E3,263,6469.8
2025-09-16,HC-0204,T-E3,290,7134.0
2025-09-23,HC-0204,T-E3,267,6568.2
2025-09-30,HC-0204,T-E3,311,7650.6
2025-10-07,HC-0204,T-E3,312,7675.2
2025-10-14,HC-0204,T-E3,346,8511.6
2025-10-21,HC-0204,T-E3,315,7749.0
2025-10-28,HC-0204,T-E3,313,7699.8
2025-11-04,HC-0204,T-E3,307,7552.2
2025-11-11,HC-0204,T-E3,369,9077.4
2025-11-18,HC-0204,T-E3,336,8265.6
2025-11-25,HC-0204,T-E3,298,7330.8
2025-12-02,HC-0204,T-E3,271,6666.6
2025-12-09,HC-0204,T-E3,346,8511.6
2025-12-16,HC-0204,T-E3,349,8585.4
2025-12-23,HC-0204,T-E3,281,6912.6
2025-12-30,HC-0204,T-E3,260,6396.0
2026-01-06,HC-0204,T-E3,304,7478.4
2026-01-13,HC-0204,T-E3,260,6396.0
2026-01-20,HC-0204,T-E3,307,7552.2
2026-01-27,HC-0204,T-E3,325,7995.0
2026-02-03,HC-0204,T-E3,334,8216.4
2026-02-10,HC-0204,T-E3,291,7158.6
2026-02-17,HC-0204,T-E3,264,6494.4
2026-02-24,HC-0204,T-E3,327,8044.2
2026-03-03,HC-0204,T-E3,275,6765.0
2026-03-10,HC-0204,T-E3,321,7896.6
2026-03-17,HC-0204,T-E3,294,7232.4
2026-03-24,HC-0204,T-E3,313,7699.8
2026-03-31,HC-0204,T-E3,255,6273.0
2026-04-07,HC-0204,T-E3,286,7035.6
2026-04-14,HC-0204,T-E3,282,6937.2
2026-04-21,HC-0204,T-E3,295,7257.0
2026-04-28,HC-0204,T-E3,250,6150.0
2026-05-05,HC-0204,T-E3,249,6125.4
2026-05-12,HC-0204,T-E3,316,7773.6
2026-05-19,HC-0204,T-E3,263,6469.8
2026-05-26,HC-0204,T-E3,327,8044.2
2026-06-02,HC-0204,T-E3,264,6494.4
2026-06-09,HC-0204,T-E3,307,7552.2
2026-06-16,HC-0204,T-E3,331,8142.6
2026-06-23,HC-0204,T-E3,270,6642.0
2025-07-01,HC-0204,T-W1,221,5436.6
2025-07-08,HC-0204,T-W1,199,4895.4
2025-07-15,HC-0204,T-W1,200,4920.0
2025-07-22,HC-0204,T-W1,228,5608.8
2025-07-29,HC-0204,T-W1,175,4305.0
2025-08-05,HC-0204,T-W1,180,4428.0
2025-08-12,HC-0204,T-W1,201,4944.6
2025-08-19,HC-0204,T-W1,223,5485.8
2025-08-26,HC-0204,T-W1,204,5018.4
2025-09-02,HC-0204,T-W1,211,5190.6
2025-09-09,HC-0204,T-W1,212,5215.2
2025-09-16,HC-0204,T-W1,238,5854.8
2025-09-23,HC-0204,T-W1,240,5904.0
2025-09-30,HC-0204,T-W1,226,5559.6
2025-10-07,HC-0204,T-W1,210,5166.0
2025-10-14,HC-0204,T-W1,213,5239.8
2025-10-21,HC-0204,T-W1,251,6174.6
2025-10-28,HC-0204,T-W1,272,6691.2
2025-11-04,HC-0204,T-W1,218,5362.8
2025-11-11,HC-0204,T-W1,231,5682.6
2025-11-18,HC-0204,T-W1,255,6273.0
2025-11-25,HC-0204,T-W1,264,6494.4
2025-12-02,HC-0204,T-W1,204,5018.4
2025-12-09,HC-0204,T-W1,236,5805.6
2025-12-16,HC-0204,T-W1,232,5707.2
2025-12-23,HC-0204,T-W1,223,5485.8
2025-12-30,HC-0204,T-W1,173,4255.8
2026-01-06,HC-0204,T-W1,173,4255.8
2026-01-13,HC-0204,T-W1,226,5559.6
2026-01-20,HC-0204,T-W1,198,4870.8
2026-01-27,HC-0204,T-W1,215,5289.0
2026-02-03,HC-0204,T-W1,235,5781.0
2026-02-10,HC-0204,T-W1,218,5362.8
2026-02-17,HC-0204,T-W1,208,5116.8
2026-02-24,HC-0204,T-W1,229,5633.4
2026-03-03,HC-0204,T-W1,226,5559.6
2026-03-10,HC-0204,T-W1,223,5485.8
2026-03-17,HC-0204,T-W1,196,4821.6
2026-03-24,HC-0204,T-W1,240,5904.0
2026-03-31,HC-0204,T-W1,178,4378.8
2026-04-07,HC-0204,T-W1,197,4846.2
2026-04-14,HC-0204,T-W1,221,5436.6
2026-04-21,HC-0204,T-W1,179,4403.4
2026-04-28,HC-0204,T-W1,202,4969.2
2026-05-05,HC-0204,T-W1,201,4944.6
2026-05-12,HC-0204,T-W1,211,5190.6
2026-05-19,HC-0204,T-W1,217,5338.2
2026-05-26,HC-0204,T-W1,208,5116.8
2026-06-02,HC-0204,T-W1,183,4501.8
2026-06-09,HC-0204,T-W1,212,5215.2
2026-06-16,HC-0204,T-W1,197,4846.2
2026-06-23,HC-0204,T-W1,212,5215.2
2025-07-01,HC-0204,T-W2,197,4846.2
2025-07-08,HC-0204,T-W2,220,5412.0
2025-07-15,HC-0204,T-W2,187,4600.2
2025-07-22,HC-0204,T-W2,239,5879.4
2025-07-29,HC-0204,T-W2,202,4969.2
2025-08-05,HC-0204,T-W2,183,4501.8
2025-08-12,HC-0204,T-W2,203,4993.8
2025-08-19,HC-0204,T-W2,244,6002.4
2025-08-26,HC-0204,T-W2,224,5510.4
2025-09-02,HC-0204,T-W2,203,4993.8
2025-09-09,HC-0204,T-W2,242,5953.2
2025-09-16,HC-0204,T-W2,257,6322.2
2025-09-23,HC-0204,T-W2,261,6420.6
2025-09-30,HC-0204,T-W2,191,4698.6
2025-10-07,HC-0204,T-W2,248,6100.8
2025-10-14,HC-0204,T-W2,266,6543.6
2025-10-21,HC-0204,T-W2,278,6838.8
2025-10-28,HC-0204,T-W2,224,5510.4
2025-11-04,HC-0204,T-W2,241,5928.6
2025-11-11,HC-0204,T-W2,226,5559.6
2025-11-18,HC-0204,T-W2,230,5658.0
2025-11-25,HC-0204,T-W2,257,6322.2
2025-12-02,HC-0204,T-W2,207,5092.2
2025-12-09,HC-0204,T-W2,200,4920.0
2025-12-16,HC-0204,T-W2,245,6027.0
2025-12-23,HC-0204,T-W2,197,4846.2
2025-12-30,HC-0204,T-W2,177,4354.2
2026-01-06,HC-0204,T-W2,237,5830.2
2026-01-13,HC-0204,T-W2,187,4600.2
2026-01-20,HC-0204,T-W2,200,4920.0
2026-01-27,HC-0204,T-W2,233,5731.8
2026-02-03,HC-0204,T-W2,191,4698.6
2026-02-10,HC-0204,T-W2,243,5977.8
2026-02-17,HC-0204,T-W2,249,6125.4
2026-02-24,HC-0204,T-W2,204,5018.4
2026-03-03,HC-0204,T-W2,249,6125.4
2026-03-10,HC-0204,T-W2,253,6223.8
2026-03-17,HC-0204,T-W2,208,5116.8
2026-03-24,HC-0204,T-W2,231,5682.6
2026-03-31,HC-0204,T-W2,219,5387.4
2026-04-07,HC-0204,T-W2,208,5116.8
2026-04-14,HC-0204,T-W2,190,4674.0
2026-04-21,HC-0204,T-W2,189,4649.4
2026-04-28,HC-0204,T-W2,187,4600.2
2026-05-05,HC-0204,T-W2,194,4772.4
2026-05-12,HC-0204,T-W2,220,5412.0
2026-05-19,HC-0204,T-W2,231,5682.6
2026-05-26,HC-0204,T-W2,189,4649.4
2026-06-02,HC-0204,T-W2,246,6051.6
2026-06-09,HC-0204,T-W2,223,5485.8
2026-06-16,HC-0204,T-W2,238,5854.8
2026-06-23,HC-0204,T-W2,196,4821.6
2025-07-01,HC-0204,T-W3,167,4108.2
2025-07-08,HC-0204,T-W3,216,5313.6
2025-07-15,HC-0204,T-W3,202,4969.2
2025-07-22,HC-0204,T-W3,201,4944.6
2025-07-29,HC-0204,T-W3,172,4231.2
2025-08-05,HC-0204,T-W3,204,5018.4
2025-08-12,HC-0204,T-W3,184,4526.4
2025-08-19,HC-0204,T-W3,187,4600.2
2025-08-26,HC-0204,T-W3,227,5584.2
2025-09-02,HC-0204,T-W3,202,4969.2
2025-09-09,HC-0204,T-W3,192,4723.2
2025-09-16,HC-0204,T-W3,188,4624.8
2025-09-23,HC-0204,T-W3,235,5781.0
2025-09-30,HC-0204,T-W3,182,4477.2
2025-10-07,HC-0204,T-W3,245,6027.0
2025-10-14,HC-0204,T-W3,219,5387.4
2025-10-21,HC-0204,T-W3,243,5977.8
2025-10-28,HC-0204,T-W3,239,5879.4
2025-11-04,HC-0204,T-W3,227,5584.2
2025-11-11,HC-0204,T-W3,231,5682.6
2025-11-18,HC-0204,T-W3,255,6273.0
2025-11-25,HC-0204,T-W3,258,6346.8
2025-12-02,HC-0204,T-W3,198,4870.8
2025-12-09,HC-0204,T-W3,182,4477.2
2025-12-16,HC-0204,T-W3,236,5805.6
2025-12-23,HC-0204,T-W3,222,5461.2
2025-12-30,HC-0204,T-W3,174,4280.4
2026-01-06,HC-0204,T-W3,198,4870.8
2026-01-13,HC-0204,T-W3,188,4624.8
2026-01-20,HC-0204,T-W3,198,4870.8
2026-01-27,HC-0204,T-W3,223,5485.8
2026-02-03,HC-0204,T-W3,188,4624.8
2026-02-10,HC-0204,T-W3,176,4329.6
2026-02-17,HC-0204,T-W3,216,5313.6
2026-02-24,HC-0204,T-W3,198,4870.8
2026-03-03,HC-0204,T-W3,190,4674.0
2026-03-10,HC-0204,T-W3,197,4846.2
2026-03-17,HC-0204,T-W3,231,5682.6
2026-03-24,HC-0204,T-W3,234,5756.4
2026-03-31,HC-0204,T-W3,177,4354.2
2026-04-07,HC-0204,T-W3,218,5362.8
2026-04-14,HC-0204,T-W3,194,4772.4
2026-04-21,HC-0204,T-W3,201,4944.6
2026-04-28,HC-0204,T-W3,198,4870.8
2026-05-05,HC-0204,T-W3,192,4723.2
2026-05-12,HC-0204,T-W3,205,5043.0
2026-05-19,HC-0204,T-W3,181,4452.6
2026-05-26,HC-0204,T-W3,196,4821.6
2026-06-02,HC-0204,T-W3,227,5584.2
2026-06-09,HC-0204,T-W3,186,4575.6
2026-06-16,HC-0204,T-W3,209,5141.4
2026-06-23,HC-0204,T-W3,192,4723.2
2025-07-01,HC-0205,T-N1,153,13926.06
2025-07-08,HC-0205,T-N1,156,14199.12
2025-07-15,HC-0205,T-N1,161,14654.22
2025-07-22,HC-0205,T-N1,152,13835.04
2025-07-29,HC-0205,T-N1,174,15837.48
2025-08-05,HC-0205,T-N1,161,14654.22
2025-08-12,HC-0205,T-N1,183,16656.66
2025-08-19,HC-0205,T-N1,189,17202.78
2025-08-26,HC-0205,T-N1,173,15746.46
2025-09-02,HC-0205,T-N1,186,16929.72
2025-09-09,HC-0205,T-N1,192,17475.84
2025-09-16,HC-0205,T-N1,185,16838.7
2025-09-23,HC-0205,T-N1,189,17202.78
2025-09-30,HC-0205,T-N1,148,13470.96
2025-10-07,HC-0205,T-N1,199,18112.98
2025-10-14,HC-0205,T-N1,201,18295.02
2025-10-21,HC-0205,T-N1,205,18659.1
2025-10-28,HC-0205,T-N1,62,5643.24
2025-11-04,HC-0205,T-N1,221,20115.42
2025-11-11,HC-0205,T-N1,207,18841.14
2025-11-18,HC-0205,T-N1,198,18021.96
2025-11-25,HC-0205,T-N1,200,18204.0
2025-12-02,HC-0205,T-N1,146,13288.92
2025-12-09,HC-0205,T-N1,171,15564.42
2025-12-16,HC-0205,T-N1,148,13470.96
2025-12-23,HC-0205,T-N1,152,13835.04
2025-12-30,HC-0205,T-N1,147,13379.94
2026-01-06,HC-0205,T-N1,142,12924.84
2026-01-13,HC-0205,T-N1,137,12469.74
2026-01-20,HC-0205,T-N1,165,15018.3
2026-01-27,HC-0205,T-N1,150,13653.0
2026-02-03,HC-0205,T-N1,148,13470.96
2026-02-10,HC-0205,T-N1,185,16838.7
2026-02-17,HC-0205,T-N1,168,15291.36
2026-02-24,HC-0205,T-N1,164,14927.28
2026-03-03,HC-0205,T-N1,179,16292.58
2026-03-10,HC-0205,T-N1,194,17657.88
2026-03-17,HC-0205,T-N1,153,13926.06
2026-03-24,HC-0205,T-N1,198,18021.96
2026-03-31,HC-0205,T-N1,174,15837.48
2026-04-07,HC-0205,T-N1,175,15928.5
2026-04-14,HC-0205,T-N1,159,14472.18
2026-04-21,HC-0205,T-N1,160,14563.2
2026-04-28,HC-0205,T-N1,165,15018.3
2026-05-05,HC-0205,T-N1,162,14745.24
2026-05-12,HC-0205,T-N1,149,13561.98
2026-05-19,HC-0205,T-N1,163,14836.26
2026-05-26,HC-0205,T-N1,186,16929.72
2026-06-02,HC-0205,T-N1,174,15837.48
2026-06-09,HC-0205,T-N1,179,16292.58
2026-06-16,HC-0205,T-N1,172,15655.44
2026-06-23,HC-0205,T-N1,175,15928.5
2025-07-01,HC-0205,T-N2,181,16474.62
2025-07-08,HC-0205,T-N2,229,20843.58
2025-07-15,HC-0205,T-N2,182,16565.64
2025-07-22,HC-0205,T-N2,236,21480.72
2025-07-29,HC-0205,T-N2,225,20479.5
2025-08-05,HC-0205,T-N2,208,18932.16
2025-08-12,HC-0205,T-N2,187,17020.74
2025-08-19,HC-0205,T-N2,232,21116.64
2025-08-26,HC-0205,T-N2,187,17020.74
2025-09-02,HC-0205,T-N2,199,18112.98
2025-09-09,HC-0205,T-N2,218,19842.36
2025-09-16,HC-0205,T-N2,210,19114.2
2025-09-23,HC-0205,T-N2,238,21662.76
2025-09-30,HC-0205,T-N2,198,18021.96
2025-10-07,HC-0205,T-N2,233,21207.66
2025-10-14,HC-0205,T-N2,236,21480.72
2025-10-21,HC-0205,T-N2,223,20297.46
2025-10-28,HC-0205,T-N2,259,23574.18
2025-11-04,HC-0205,T-N2,242,22026.84
2025-11-11,HC-0205,T-N2,241,21935.82
2025-11-18,HC-0205,T-N2,268,24393.36
2025-11-25,HC-0205,T-N2,216,19660.32
2025-12-02,HC-0205,T-N2,208,18932.16
2025-12-09,HC-0205,T-N2,193,17566.86
2025-12-16,HC-0205,T-N2,241,21935.82
2025-12-23,HC-0205,T-N2,238,21662.76
2025-12-30,HC-0205,T-N2,205,18659.1
2026-01-06,HC-0205,T-N2,201,18295.02
2026-01-13,HC-0205,T-N2,194,17657.88
2026-01-20,HC-0205,T-N2,217,19751.34
2026-01-27,HC-0205,T-N2,216,19660.32
2026-02-03,HC-0205,T-N2,186,16929.72
2026-02-10,HC-0205,T-N2,244,22208.88
2026-02-17,HC-0205,T-N2,230,20934.6
2026-02-24,HC-0205,T-N2,236,21480.72
2026-03-03,HC-0205,T-N2,214,19478.28
2026-03-10,HC-0205,T-N2,200,18204.0
2026-03-17,HC-0205,T-N2,211,19205.22
2026-03-24,HC-0205,T-N2,235,21389.7
2026-03-31,HC-0205,T-N2,228,20752.56
2026-04-07,HC-0205,T-N2,186,16929.72
2026-04-14,HC-0205,T-N2,227,20661.54
2026-04-21,HC-0205,T-N2,224,20388.48
2026-04-28,HC-0205,T-N2,236,21480.72
2026-05-05,HC-0205,T-N2,223,20297.46
2026-05-12,HC-0205,T-N2,196,17839.92
2026-05-19,HC-0205,T-N2,213,19387.26
2026-05-26,HC-0205,T-N2,215,19569.3
2026-06-02,HC-0205,T-N2,193,17566.86
2026-06-09,HC-0205,T-N2,251,22846.02
2026-06-16,HC-0205,T-N2,243,22117.86
2026-06-23,HC-0205,T-N2,248,22572.96
2025-07-01,HC-0205,T-N3,142,12924.84
2025-07-08,HC-0205,T-N3,155,14108.1
2025-07-15,HC-0205,T-N3,165,15018.3
2025-07-22,HC-0205,T-N3,176,16019.52
2025-07-29,HC-0205,T-N3,147,13379.94
2025-08-05,HC-0205,T-N3,180,16383.6
2025-08-12,HC-0205,T-N3,176,16019.52
